Zeitstempel;Market/contact;norm_name;Filename;Assessed level;Date of pic;Time;Skip #;;;;;;
10.19.2023 18:51:56;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-19 at 16.20.27_3c879a74.jpg;3;19.10.2023;16:20:00;;;;;;;
10.19.2023 18:52:36;Chemusa;chemusa;WhatsApp Image 2023-10-18 at 09.41.54_7653c192.jpg;5;18.10.2023;09:41:00;;;;;;;
10.19.2023 18:53:34;Chemusa;chemusa;WhatsApp Image 2023-10-19 at 16.40.10_335080f7.jpg;5;19.10.2023;16:40:00;;;;;;;
10.20.2023 18:41:17;Nthukwa;nthukwa;WhatsApp Image 2023-10-20 at 05.32.05_cce0fc88.jpg;5;20.10.2023;05:32:00;;;;;;;
10.20.2023 18:42:00;Chilobwe police;chilobwe police;WhatsApp Image 2023-10-20 at 08.53.10_0f08bac3.jpg;5;20.10.2023;08:53:00;;;;;;;
10.20.2023 18:42:29;Zingwangwa mosque;zingwangwa mosque;WhatsApp Image 2023-10-20 at 08.32.24_dbe95f1d.jpg;5;20.10.2023;08:32:00;;;;;;;
10.20.2023 18:43:18;Nkolokoti;nkolokoti;WhatsApp Image 2023-10-20 at 09.03.43_2ba8ab2f.jpg;4;20.10.2023;09:03:00;;;;;;;
10.20.2023 18:43:46;Manase;manase;WhatsApp Image 2023-10-20 at 10.25.19_db4fc2c6.jpg;5;20.10.2023;10:25:00;;;;;;;
10.20.2023 18:44:25;Zingwangwa;zingwangwa/thawale;WhatsApp Image 2023-10-20 at 11.37.28_fbae79b3.jpg;5;20.10.2023;11:37:00;;;;;;;
10.20.2023 18:46:13;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-20 at 12.13.16_f5019782.jpg;4;20.10.2023;12:13:00;;;;;;;
10.20.2023 18:47:01;Kachere;kachere;WhatsApp Image 2023-10-20 at 14.52.05_bf7aa762.jpg;5;20.10.2023;14:52:00;;;;;;;
10.20.2023 18:48:09;Ndirande;ndirande;WhatsApp Image 2023-10-20 at 13.53.03_88fb4023.jpg;0;20.10.2023;13:53:00;1;;;;;;
10.20.2023 18:48:40;Ndirande;ndirande;WhatsApp Image 2023-10-20 at 13.53.04_2d535ccb.jpg;5;20.10.2023;13:53:00;2;;;;;;
10.20.2023 18:49:16;Blantyre;blantyre produce market;WhatsApp Image 2023-10-20 at 15.41.40_722127f9.jpg;5;20.10.2023;15:41:00;;;;;;;
10.20.2023 18:50:40;South Lunzu;south lunzu;WhatsApp Image 2023-10-20 at 08.20.33_43bb8a8c.jpg;4;20.10.2023;08:20:00;;;;;;;
10.20.2023 18:51:19;South Lunzu;south lunzu;WhatsApp Image 2023-10-20 at 18.50.30_0afd8208.jpg;4;20.10.2023;17:04:00;;;;;;;
10.21.2023 18:58:15;Nthukwa;nthukwa;WhatsApp Image 2023-10-21 at 05.45.35_6c7c0185.jpg;5;21.10.2023;05:45:00;;;;;;;
10.21.2023 19:00:38;Zingwangwa mosque;zingwangwa mosque;WhatsApp Image 2023-10-21 at 09.17.40_0794daec.jpg;5;21.10.2023;09:17:00;;;;;;;
10.21.2023 19:01:22;Manase;manase;WhatsApp Image 2023-10-21 at 09.56.44_9ce4d16e.jpg;5;21.10.2023;09:55:00;;;;;;;
10.21.2023 19:02:22;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-21 at 08.05.05_aab9975a.jpg;4;20.10.2023;17:00:00;;;;;;;
10.21.2023 19:04:06;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-21 at 08.52.21_c64d6e84.jpg;5;21.10.2023;08:52:00;;;;;;;
10.21.2023 19:05:00;South Lunzu;south lunzu;WhatsApp Image 2023-10-21 at 15.25.55_ce73993d.jpg;5;21.10.2023;15:25:00;;;;;;;
10.21.2023 19:05:44;Nkolokoti;nkolokoti;WhatsApp Image 2023-10-21 at 15.35.36_9245b4cb.jpg;4;21.10.2023;15:35:00;;;;;;;
10.21.2023 19:06:17;Kachere;kachere;WhatsApp Image 2023-10-21 at 07.09.32_b5491e0c.jpg;5;21.10.2023;07:09:00;;;;;;;
10.21.2023 19:06:49;Kachere;kachere;WhatsApp Image 2023-10-21 at 15.39.21_328815eb.jpg;5;21.10.2023;15:39:00;;;;;;;
10.22.2023 17:09:38;Nthukwa;nthukwa;WhatsApp Image 2023-10-22 at 05.12.51_d4fab5e7.jpg;5;22.10.2023;05:12:00;;;;;;;
10.22.2023 17:10:13;Manase;manase;WhatsApp Image 2023-10-22 at 09.37.56_48e3b437.jpg;5;22.10.2023;09:37:00;;;;;;;
10.22.2023 17:10:49;Zingwangwa mosque;zingwangwa mosque;WhatsApp Image 2023-10-22 at 11.38.57_8273f3cb.jpg;5;22.10.2023;11:38:00;;;;;;;
10.22.2023 17:12:00;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-22 at 09.10.11_50a74a7d.jpg;4;22.10.2023;09:10:00;;;;;;;
10.22.2023 17:12:54;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-22 at 16.44.13_3800188d.jpg;5;22.10.2023;16:44:00;;;;;;;
10.23.2023 18:00:49;Nthukwa;nthukwa;WhatsApp Image 2023-10-23 at 05.30.46_66e84849.jpg;5;23.10.2023;05:30:00;;;;;;;
10.23.2023 18:01:52;Chilomoni market;chilomoni market;WhatsApp Image 2023-10-23 at 08.23.26_646b4416.jpg;5;23.10.2023;08:23:00;;;;;;;
10.23.2023 18:03:14;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-23 at 09.49.42_9a40dc91.jpg;5;23.10.2023;09:49:00;;;;;;;
10.23.2023 18:04:10;Zingwangwa mosque;zingwangwa mosque;WhatsApp Image 2023-10-23 at 08.55.16_63cf8862.jpg;5;23.10.2023;08:55:00;;;;;;;
10.23.2023 18:05:11;Blantyre;blantyre produce market;WhatsApp Image 2023-10-23 at 10.32.49_48a9d725.jpg;5;23.10.2023;10:32:00;;;;;;;
10.23.2023 18:05:48;Ndirande;ndirande;WhatsApp Image 2023-10-23 at 11.53.53_cb02cb6e.jpg;5;23.10.2023;11:53:00;1;;;;;;
10.23.2023 18:06:27;Ndirande;ndirande;WhatsApp Image 2023-10-23 at 11.53.53_e0c8b3f0.jpg;1;23.10.2023;11:53:00;2;;;;;;
10.23.2023 18:07:18;South Lunzu;south lunzu;WhatsApp Image 2023-10-23 at 08.32.12_c79292f4.jpg;5;23.10.2023;08:32:00;;;;;;;
10.23.2023 18:07:57;South Lunzu;south lunzu;WhatsApp Image 2023-10-23 at 15.48.35_5c2cdfe0.jpg;5;23.10.2023;15:48:00;;;;;;;
10.23.2023 18:08:29;Kachere;kachere;WhatsApp Image 2023-10-23 at 07.52.48_f71e89a0.jpg;1;23.10.2023;07:52:00;;;;;;;
10.23.2023 18:09:08;Kachere;kachere;WhatsApp Image 2023-10-23 at 16.19.42_45b6988e.jpg;1;23.10.2023;16:19:00;;;;;;;
10.24.2023 8:35:28;Nkolokoti;nkolokoti;WhatsApp Image 2023-10-23 at 09.13.29_53dfc665.jpg;5;23.10.2023;09:13:00;;;;;;;
10.24.2023 22:10:09;Nthukwa;nthukwa;WhatsApp Image 2023-10-24 at 05.06.02_d207ae15.jpg;5;24.10.2023;05:06:00;;;;;;;
10.24.2023 22:11:00;Chilobwe police;chilobwe police;WhatsApp Image 2023-10-24 at 07.56.54_9af1007a.jpg;1;24.10.2023;07:56:00;;;;;;;
10.24.2023 22:11:46;Zingwangwa mosque;zingwangwa mosque;WhatsApp Image 2023-10-24 at 08.33.50_815a1aba.jpg;5;24.10.2023;08:33:00;;;;;;;
10.24.2023 22:12:37;Ndirande;ndirande;WhatsApp Image 2023-10-24 at 10.06.04_37ff5d8f.jpg;Ambiguous/not overflowing;24.10.2023;10:05:00;1;;;;;;
10.24.2023 22:13:10;Ndirande;ndirande;WhatsApp Image 2023-10-24 at 10.05.47_6b4b2d86.jpg;4;24.10.2023;10:05:00;2;;;;;;
10.24.2023 22:13:55;Kachere;kachere;WhatsApp Image 2023-10-24 at 16.45.32_baa4b38d.jpg;3;24.10.2023;10:00:00;;;;;;;
10.24.2023 22:14:25;Kachere;kachere;WhatsApp Image 2023-10-24 at 16.45.56_6d09430f.jpg;Ambiguous/not overflowing;24.10.2023;16:45:00;;;;;;;
10.24.2023 22:15:03;South Lunzu;south lunzu;WhatsApp Image 2023-10-24 at 08.50.19_54e1f227.jpg;5;24.10.2023;08:50:00;;;;;;;
10.24.2023 22:15:42;South Lunzu;south lunzu;WhatsApp Image 2023-10-24 at 15.58.17_4166b6ed.jpg;5;24.10.2023;15:58:00;;;;;;;
10.24.2023 22:16:40;Kamba/Soche market;kamba/soche market;WhatsApp Image 2023-10-24 at 08.52.29_4327cef0.jpg;5;23.10.2023;17:00:00;;;;;;;
10.24.2023 22:17:23;Kamba/Soche market;kamba/soche market;WhatsApp Image 2023-10-24 at 08.53.18_66117cca.jpg;Ambiguous/not overflowing;24.10.2023;08:53:00;;;;;;;
10.24.2023 22:17:58;Kamba/Soche market;kamba/soche market;WhatsApp Image 2023-10-24 at 17.25.15_ccf4480f.jpg;Ambiguous/not overflowing;24.10.2023;17:25:00;;;;;;;
10.24.2023 22:18:45;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-24 at 05.30.45_0f0b7969.jpg;5;24.10.2023;05:30:00;;;;;;;
10.24.2023 22:19:34;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-24 at 20.10.40_8be9ba83.jpg;5;24.10.2023;17:00:00;;;;;;;
10.25.2023 20:11:01;Nthukwa;nthukwa;WhatsApp Image 2023-10-25 at 05.14.55_a35e322b.jpg;5;25.10.2023;05:14:00;;;;;;;
10.25.2023 20:11:45;Chemusa;chemusa;WhatsApp Image 2023-10-25 at 07.37.40_600eedaa.jpg;5;25.10.2023;07:37:00;;;;;;;
10.25.2023 20:12:30;Blantyre;blantyre produce market;WhatsApp Image 2023-10-25 at 09.49.45_6b2ee0e4.jpg;5;25.10.2023;09:49:00;;;;;;;
10.25.2023 20:13:19;Chilomoni market;chilomoni market;WhatsApp Image 2023-10-25 at 09.56.04_c39419ba.jpg;5;25.10.2023;09:56:00;;;;;;;
10.25.2023 20:14:07;Zingwangwa mosque;zingwangwa mosque;WhatsApp Image 2023-10-25 at 08.53.39_6090a7f6.jpg;5;25.10.2023;08:53:00;;;;;;;
10.25.2023 20:15:08;Ndirande;ndirande;WhatsApp Image 2023-10-25 at 12.36.19_0b538429.jpg;4;25.10.2023;12:36:00;1;;;;;;
10.25.2023 20:15:48;Ndirande;ndirande;WhatsApp Image 2023-10-25 at 12.36.18_1ede6b4e.jpg;5;25.10.2023;12:36:00;2;;;;;;
10.25.2023 20:16:38;Kachere;kachere;WhatsApp Image 2023-10-25 at 08.02.36_6afa437c.jpg;Ambiguous/not overflowing;25.10.2023;08:02:00;;;;;;;
10.25.2023 20:17:36;Kachere;kachere;WhatsApp Image 2023-10-25 at 16.43.41_b00f7fbd.jpg;2;25.10.2023;16:43:00;;;;;;;
10.25.2023 20:18:16;South Lunzu;south lunzu;WhatsApp Image 2023-10-25 at 08.10.39_17190ab6.jpg;5;25.10.2023;08:10:00;;;;;;;
10.25.2023 20:19:09;South Lunzu;south lunzu;WhatsApp Image 2023-10-25 at 20.18.25_7974a6e7.jpg;5;25.10.2023;18:10:00;;;;;;;
10.26.2023 21:30:02;Nthukwa;nthukwa;WhatsApp Image 2023-10-26 at 05.08.55_7bc81f13.jpg;5;26.10.2023;05:08:00;;;;;;;
10.26.2023 21:31:26;Namwalimwe;namwalimwe;WhatsApp Image 2023-10-26 at 07.49.30_f535567a.jpg;4;26.10.2023;07:49:00;;;;;;;
10.26.2023 21:32:01;Chilomoni market;chilomoni market;WhatsApp Image 2023-10-26 at 08.58.35_00fd2c9c.jpg;5;26.10.2023;08:58:00;;;;;;;
10.26.2023 21:32:57;Ndirande;ndirande;WhatsApp Image 2023-10-26 at 08.30.06_d281f63e.jpg;5;26.10.2023;08:30:00;1;;;;;;
10.26.2023 21:33:31;Ndirande;ndirande;WhatsApp Image 2023-10-26 at 08.30.06_e9fac1b5.jpg;5;26.10.2023;08:30:00;2;;;;;;
10.26.2023 21:35:46;Blantyre;blantyre produce market;WhatsApp Image 2023-10-26 at 15.24.20_b4c24b2e.jpg;1;26.10.2023;15:24:00;;;;;;;
10.26.2023 21:37:07;Chemusa;chemusa;WhatsApp Image 2023-10-26 at 12.07.26_aa93dea2.jpg;5;26.10.2023;12:07:00;;;;;;;
10.26.2023 21:37:48;Chemusa;chemusa;WhatsApp Image 2023-10-26 at 17.15.38_94e054fe.jpg;2;26.10.2023;17:15:00;;;;;;;
10.26.2023 21:38:48;Kachere;kachere;WhatsApp Image 2023-10-26 at 08.02.28_8b434cf4.jpg;3;26.10.2023;08:02:00;;;;;;;
10.26.2023 21:39:23;Kachere;kachere;WhatsApp Image 2023-10-26 at 17.52.00_8598caa2.jpg;3;26.10.2023;17:52:00;;;;;;;
10.26.2023 21:40:32;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-26 at 05.07.54_f101af86.jpg;Ambiguous/not overflowing;25.10.2023;17:00:00;;;;;;;
10.26.2023 21:41:29;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-26 at 07.56.30_e111b0a8.jpg;1;26.10.2023;07:56:00;;;;;;;
10.26.2023 21:42:46;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-26 at 20.32.50_1c85543f.jpg;Ambiguous/not overflowing;26.10.2023;17:00:00;;;;;;;
10.26.2023 21:44:01;South Lunzu;south lunzu;WhatsApp Image 2023-10-26 at 08.02.25_06246473.jpg;5;26.10.2023;08:02:00;;;;;;;
10.26.2023 21:44:37;South Lunzu;south lunzu;WhatsApp Image 2023-10-26 at 21.44.05_0ae58ffd.jpg;0;26.10.2023;17:46:00;;;;;;;
10.27.2023 17:02:27;Nkolokoti;nkolokoti;WhatsApp Image 2023-10-27 at 05.07.05_2c5fca8b.jpg;0;27.10.2023;05:07:00;;;;;;;
10.27.2023 17:02:59;Nthukwa;nthukwa;WhatsApp Image 2023-10-27 at 06.47.01_0fab30e2.jpg;5;27.10.2023;06:47:00;;;;;;;
10.27.2023 17:05:12;Kamba/Soche market;kamba/soche market;WhatsApp Image 2023-10-27 at 08.00.58_69c0b015.jpg;Ambiguous/not overflowing;26.10.2023;17:00:00;;;;;;;
10.27.2023 17:14:41;Kamba/Soche market;kamba/soche market;WhatsApp Image 2023-10-27 at 08.03.22_aec801df.jpg;Ambiguous/not overflowing;27.10.2023;08:03:00;;;;;;;
10.27.2023 17:18:48;Ndirande;ndirande;WhatsApp Image 2023-10-27 at 10.33.43_308da838.jpg;3;27.10.2023;10:33:00;1;;;;;;
10.27.2023 17:21:42;Ndirande;ndirande;WhatsApp Image 2023-10-27 at 10.31.51_99677ffa.jpg;5;27.10.2023;10:31:00;2;;;;;;
10.27.2023 17:22:21;Kachere;kachere;WhatsApp Image 2023-10-27 at 09.27.22_9a7d0b16.jpg;3;27.10.2023;09:27:00;;;;;;;
10.27.2023 17:23:02;Chilomoni market;chilomoni market;WhatsApp Image 2023-10-27 at 09.15.01_91ceb60a.jpg;5;27.10.2023;09:15:00;;;;;;;
10.27.2023 17:24:04;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-27 at 09.01.49_c9926c33.jpg;Ambiguous/not overflowing;27.10.2023;09:01:00;;;;;;;
10.27.2023 17:25:16;South Lunzu;south lunzu;WhatsApp Image 2023-10-27 at 08.44.16_d7a83dd7.jpg;0;27.10.2023;08:44:00;;;;;;;
10.28.2023 17:27:39;Nthukwa;nthukwa;WhatsApp Image 2023-10-28 at 05.24.28_51157625.jpg;Ambiguous/not overflowing;28.10.2023;05:24:00;;;;;;;
10.28.2023 17:28:50;Chilobwe police;chilobwe police;WhatsApp Image 2023-10-28 at 08.39.50_91ebc3e6.jpg;3;28.10.2023;08:39:00;;;;;;;
10.28.2023 17:30:32;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-28 at 09.52.36_a96f5522.jpg;Ambiguous/not overflowing;28.10.2023;09:52:00;;;;;;;
10.28.2023 17:31:03;Zingwangwa;zingwangwa/thawale;WhatsApp Image 2023-10-28 at 11.00.44_2311b725.jpg;3;28.10.2023;11:00:00;;;;;;;
10.28.2023 17:31:38;Blantyre;blantyre produce market;WhatsApp Image 2023-10-28 at 14.52.40_8b4be963.jpg;3;28.10.2023;14:52:00;;;;;;;
10.28.2023 17:32:13;Chemusa;chemusa;WhatsApp Image 2023-10-28 at 16.03.13_2305b214.jpg;3;28.10.2023;16:03:00;;;;;;;
10.28.2023 17:32:52;South Lunzu;south lunzu;WhatsApp Image 2023-10-28 at 08.20.14_bdc665e8.jpg;3;28.10.2023;08:20:00;;;;;;;
10.28.2023 17:33:40;South Lunzu;south lunzu;WhatsApp Image 2023-10-28 at 16.49.24_097606f8.jpg;3;28.10.2023;16:49:00;;;;;;;
10.28.2023 17:34:18;Kachere;kachere;WhatsApp Image 2023-10-28 at 08.33.28_c99d80c4.jpg;5;28.10.2023;08:33:00;;;;;;;
10.28.2023 17:34:50;Kachere;kachere;WhatsApp Image 2023-10-28 at 16.14.26_4f927a49.jpg;5;28.10.2023;16:14:00;;;;;;;
10.29.2023 5:43:24;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-28 at 20.15.12_4b010dc9.jpg;Ambiguous/not overflowing;28.10.2023;17:00:00;;;;;;;
10.29.2023 16:42:21;Nthukwa;nthukwa;WhatsApp Image 2023-10-29 at 05.31.40_25b5c8b5.jpg;Ambiguous/not overflowing;29.10.2023;05:31:00;;;;;;;
10.29.2023 16:43:06;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-29 at 06.32.06_d395cf83.jpg;Ambiguous/not overflowing;29.10.2023;06:32:00;;;;;;;
10.29.2023 16:43:51;Namwalimwe;namwalimwe;WhatsApp Image 2023-10-29 at 09.42.23_7900638a.jpg;4;28.10.2023;09:42:00;;;;;;;
10.29.2023 16:44:27;Namwalimwe;namwalimwe;WhatsApp Image 2023-10-29 at 09.42.24_71acda3c.jpg;4;28.10.2023;17:00:00;;;;;;;
10.29.2023 16:45:08;Namwalimwe;namwalimwe;WhatsApp Image 2023-10-29 at 09.45.01_c499c453.jpg;4;29.10.2023;09:45:00;;;;;;;
10.29.2023 16:45:52;Zingwangwa mosque;zingwangwa mosque;WhatsApp Image 2023-10-29 at 10.46.24_1dc363d3.jpg;5;29.10.2023;10:46:00;;;;;;;
10.30.2023 17:42:03;Nthukwa;nthukwa;WhatsApp Image 2023-10-30 at 04.54.44_27ea0c0c.jpg;Ambiguous/not overflowing;30.10.2023;04:54:00;;;;;;;
10.30.2023 17:42:48;Namwalimwe;namwalimwe;WhatsApp Image 2023-10-30 at 07.27.39_49128d2f.jpg;0;30.10.2023;07:27:00;;;;;;;
10.30.2023 17:43:32;Chilobwe police;chilobwe police;WhatsApp Image 2023-10-30 at 08.29.39_04904eaa.jpg;3;30.10.2023;08:29:00;;;;;;;
10.30.2023 17:44:02;Chilomoni market;chilomoni market;WhatsApp Image 2023-10-30 at 08.47.25_6efc9ea9.jpg;5;30.10.2023;08:47:00;;;;;;;
10.30.2023 17:44:32;Mibawa;mibawa;WhatsApp Image 2023-10-30 at 09.18.35_6403e857.jpg;Ambiguous/not overflowing;30.10.2023;09:18:00;1;;;;;;
10.30.2023 17:45:24;Mibawa;mibawa;WhatsApp Image 2023-10-30 at 09.18.35_dde291aa.jpg;4;30.10.2023;09:18:00;2;;;;;;
10.30.2023 17:46:35;Blantyre;blantyre produce market;WhatsApp Image 2023-10-30 at 09.33.37_a98b0d95.jpg;5;30.10.2023;09:33:00;;;;;;;
10.30.2023 17:47:10;Ndirande;ndirande;WhatsApp Image 2023-10-30 at 10.05.33_81379cb3.jpg;5;30.10.2023;10:05:00;1;;;;;;
10.30.2023 17:47:50;Ndirande;ndirande;WhatsApp Image 2023-10-30 at 10.05.33_c847cc39.jpg;3;30.10.2023;10:05:00;2;;;;;;
10.30.2023 17:48:41;Zingwangwa;zingwangwa/thawale;WhatsApp Image 2023-10-30 at 12.12.38_b4d4d38e.jpg;4;30.10.2023;12:12:00;;;;;;;
10.30.2023 17:49:22;Pafumbi bus;pafumbi bus;WhatsApp Image 2023-10-30 at 10.19.29_89535e88.jpg;Ambiguous/not overflowing;30.10.2023;10:19:00;;;;;;;
10.30.2023 17:49:51;Limbe flea market;limbe flea market;WhatsApp Image 2023-10-30 at 09.55.15_777556e7.jpg;5;30.10.2023;09:55:00;;;;;;;
10.30.2023 17:50:22;Limbe produce market;limbe produce market;WhatsApp Image 2023-10-30 at 10.03.43_901701e0.jpg;5;30.10.2023;10:03:00;1;;;;;;
10.30.2023 17:50:58;Limbe produce market;limbe produce market;WhatsApp Image 2023-10-30 at 10.03.43_0d4a8900.jpg;5;30.10.2023;10:03:00;2;;;;;;
10.30.2023 17:51:42;ITG;ITG;WhatsApp Image 2023-10-30 at 14.53.54_b008e230.jpg;Ambiguous/not overflowing;30.10.2023;14:53:00;1;;;;;;
10.30.2023 17:52:15;ITG;ITG;WhatsApp Image 2023-10-30 at 14.53.54_88768bc0.jpg;Ambiguous/not overflowing;30.10.2023;14:53:00;2;;;;;;
10.30.2023 17:52:48;Kachere;kachere;WhatsApp Image 2023-10-30 at 09.31.26_c148d60d.jpg;1;30.10.2023;09:31:00;;;;;;;
10.30.2023 17:53:21;Kachere;kachere;WhatsApp Image 2023-10-30 at 16.30.56_2df90939.jpg;1;30.10.2023;16:30:00;;;;;;;
10.30.2023 17:54:22;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-30 at 08.14.22_6aec8358.jpg;Ambiguous/not overflowing;30.10.2023;08:14:00;;;;;;;
10.30.2023 17:54:59;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-30 at 08.23.29_366d743f.jpg;Ambiguous/not overflowing;29.10.2023;17:00:00;;;;;;;
10.30.2023 17:55:49;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-30 at 16.35.59_115bcbd0.jpg;Ambiguous/not overflowing;30.10.2023;16:36:00;;;;;;;
10.30.2023 17:56:19;Chemusa;chemusa;WhatsApp Image 2023-10-30 at 16.16.20_9cf7a9d4.jpg;5;30.10.2023;16:16:00;;;;;;;
10.30.2023 17:57:23;Zingwangwa mosque;zingwangwa mosque;WhatsApp Image 2023-10-30 at 08.41.11_9007d630.jpg;5;30.10.2023;08:41:00;;;;;;;
10.30.2023 17:57:52;Kachere;kachere;WhatsApp Image 2023-10-30 at 08.00.14_61299fb5.jpg;4;30.10.2023;08:00:00;;;;;;;
10.30.2023 17:58:37;Kachere;kachere;WhatsApp Image 2023-10-30 at 18.58.06_f36d3248.jpg;4;30.10.2023;17:13:00;;;;;;;
10.31.2023 17:23:09;Nthukwa;nthukwa;WhatsApp Image 2023-10-31 at 05.32.37_cc992675.jpg;Ambiguous/not overflowing;31.10.2023;05:32:00;;;;;;;
10.31.2023 17:24:03;Mibawa;mibawa;WhatsApp Image 2023-10-31 at 07.43.13_4b8c2177.jpg;Ambiguous/not overflowing;31.10.2023;07:43:00;1;;;;;;
10.31.2023 17:24:39;Mibawa;mibawa;WhatsApp Image 2023-10-31 at 07.43.13_7fb1ed31.jpg;5;31.10.2023;07:43:00;2;;;;;;
10.31.2023 17:26:29;Chilobwe police;chilobwe police;WhatsApp Image 2023-10-31 at 08.43.01_9af05326.jpg;3;31.10.2023;05:00:00;;;;;;;
10.31.2023 17:27:08;Chilomoni market;chilomoni market;WhatsApp Image 2023-10-31 at 09.29.53_ecce780e.jpg;5;31.10.2023;09:29:00;;;;;;;
10.31.2023 17:27:41;Kachere;kachere;WhatsApp Image 2023-10-31 at 10.13.03_55ae4933.jpg;2;31.10.2023;10:13:00;;;;;;;
10.31.2023 17:28:14;Blantyre;blantyre produce market;WhatsApp Image 2023-10-31 at 10.25.18_6d7b22f5.jpg;2;31.10.2023;10:25:00;;;;;;;
10.31.2023 17:28:50;Limbe flea market;limbe flea market;WhatsApp Image 2023-10-31 at 13.17.04_acf1b98c.jpg;5;31.10.2023;13:17:00;;;;;;;
10.31.2023 17:29:23;Pafumbi bus;pafumbi bus;WhatsApp Image 2023-10-31 at 13.17.57_9bcce084.jpg;4;31.10.2023;13:17:00;;;;;;;
10.31.2023 17:30:07;ITG;ITG;WhatsApp Image 2023-10-31 at 13.18.33_3495f68f.jpg;Ambiguous/not overflowing;31.10.2023;13:18:00;1;;;;;;
10.31.2023 17:30:53;ITG;ITG;WhatsApp Image 2023-10-31 at 13.18.33_2786077f.jpg;4;31.10.2023;13:18:00;2;;;;;;
10.31.2023 17:31:41;Limbe flea market;limbe flea market;WhatsApp Image 2023-10-31 at 13.19.39_2d730432.jpg;4;31.10.2023;13:19:00;1;;;;;;
10.31.2023 17:32:14;Limbe flea market;limbe flea market;WhatsApp Image 2023-10-31 at 13.19.39_61994995.jpg;5;31.10.2023;13:19:00;2;;;;;;
10.31.2023 17:32:50;Zingwangwa;zingwangwa/thawale;WhatsApp Image 2023-10-31 at 13.15.30_dc641f9d.jpg;5;31.10.2023;13:15:00;;;;;;;
10.31.2023 17:33:36;South Lunzu;south lunzu;WhatsApp Image 2023-10-31 at 09.19.22_4e3ca374.jpg;5;31.10.2023;09:19:00;;;;;;;
10.31.2023 17:34:10;South Lunzu;south lunzu;WhatsApp Image 2023-10-31 at 16.04.17_c88a9951.jpg;5;31.10.2023;16:04:00;;;;;;;
10.31.2023 17:35:05;Chemusa;chemusa;WhatsApp Image 2023-10-31 at 16.26.52_11ce05b5.jpg;5;31.10.2023;16:26:00;;;;;;;
10.31.2023 17:36:49;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-31 at 07.16.29_38c83b85.jpg;Ambiguous/not overflowing;31.10.2023;07:16:00;;;;;;;
10.31.2023 17:37:49;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-10-31 at 18.16.17_136c2ebf.jpg;Ambiguous/not overflowing;31.10.2023;18:16:00;;;;;;;
10.31.2023 17:55:36;Kachere;kachere;WhatsApp Image 2023-10-31 at 18.48.42_f8f70400.jpg;2;31.10.2023;18:46:00;;;;;;;
11.01.2023 21:02;Nthukwa;nthukwa;WhatsApp Image 2023-11-01 at 05.47.31_052e2937.jpg;2;01.11.2023;06:31:00;;;;;;;
11.01.2023 21:03;Chilobwe police;chilobwe police;;4;01.11.2023;08:45:00;;;;;;;
11.01.2023 21:04;Chilomoni Fargo;chilomoni fargo;WhatsApp Image 2023-11-01 at 09.34.06_a53caec8.jpg;Ambiguous/not overflowing;01.11.2023;09:34:00;;;;;;;
11.01.2023 21:05;Chemusa;chemusa;WhatsApp Image 2023-11-01 at 12.31.12_510efaa0.jpg;3;01.11.2023;12:31:00;;;;;;;
11.01.2023 21:06;Chilomoni market;chilomoni market;WhatsApp Image 2023-11-01 at 14.00.31_0df37954.jpg;5;01.11.2023;14:00:00;;;;;;;
11.01.2023 21:06;South Lunzu;south lunzu;WhatsApp Image 2023-11-01 at 10.34.52_370fb890.jpg;5;01.11.2023;10:34:00;;;;;;;
11.01.2023 21:07;South Lunzu;south lunzu;WhatsApp Image 2023-11-01 at 14.56.47_2c468845.jpg;5;01.11.2023;14:56:00;;;;;;;
11.01.2023 21:07;Blantyre;blantyre produce market;WhatsApp Image 2023-11-01 at 15.04.29_2e9d2426.jpg;3;01.11.2023;15:04:00;;;;;;;
11.01.2023 21:08;Kachere;kachere;WhatsApp Image 2023-11-01 at 11.33.19_4d6b3892.jpg;2;01.11.2023;11:33:00;;;;;;;
